國民黨-基隆市-仁愛區-育仁里,199
親民黨-基隆市-仁愛區-育仁里,20
無效票-基隆市-仁愛區-育仁里,4
已領未投-基隆市-仁愛區-育仁里,0
未領票-基隆市-仁愛區-育仁里,160
民進黨-基隆市-仁愛區-英仁里,223
國民黨-基隆市-仁愛區-英仁里,239
親民黨-基隆市-仁愛區-英仁里,23
無效票-基隆市-仁愛區-英仁里,4
已領未投-基隆市-仁愛區-英仁里,0
未領票-基隆市-仁愛區-英仁里,202
民進黨-基隆市-仁愛區-英仁里,182
國民黨-基隆市-仁愛區-英仁里,246
親民黨-基隆市-仁愛區-英仁里,15
無效票-基隆市-仁愛區-英仁里,5
已領未投-基隆市-仁愛區-英仁里,0
未領票-基隆市-仁愛區-英仁里,199
民進黨-基隆市-仁愛區-龍門里,264
國民黨-基隆市-仁愛區-龍門里,263
親民黨-基隆市-仁愛區-龍門里,27
無效票-基隆市-仁愛區-龍門里,2
已領未投-基隆市-仁愛區-龍門里,0
未領票-基隆市-仁愛區-龍門里,239
民進黨-基隆市-仁愛區-德厚里,459
國民黨-基隆市-仁愛區-德厚里,741
親民黨-基隆市-仁愛區-德厚里,32
無效票-基隆市-仁愛區-德厚里,7
已領未投-基隆市-仁愛區-德厚里,0
未領票-基隆市-仁愛區-德厚里,478
民進黨-基隆市-仁愛區-曲水里,328
國民黨-基隆市-仁愛區-曲水里,346
親民黨-基隆市-仁愛區-曲水里,20
無效票-基隆市-仁愛區-曲水里,6
已領未投-基隆市-仁愛區-曲水里,0
未領票-基隆市-仁愛區-曲水里,211
民進黨-基隆市-仁愛區-崇文里,290
國民黨-基隆市-仁愛區-崇文里,335
親民黨-基隆市-仁愛區-崇文里,19
無效票-基隆市-仁愛區-崇文里,6
已領未投-基隆市-仁愛區-崇文里,0
未領票-基隆市-仁愛區-崇文里,239
民進黨-基隆市-仁愛區-文安里,316
國民黨-基隆市-仁愛區-文安里,314
親民黨-基隆市-仁愛區-文安里,21
無效票-基隆市-仁愛區-文安里,7
已領未投-基隆市-仁愛區-文安里,0
未領票-基隆市-仁愛區-文安里,261
民進黨-基隆市-仁愛區-兆連里,194
國民黨-基隆市-仁愛區-兆連里,321
親民黨-基隆市-仁愛區-兆連里,21
無效票-基隆市-仁愛區-兆連里,6
已領未投-基隆市-仁愛區-兆連里,0
未領票-基隆市-仁愛區-兆連里,209
民進黨-基隆市-仁愛區-獅球里,296
國民黨-基隆市-仁愛區-獅球里,396
親民黨-基隆市-仁愛區-獅球里,32
無效票-基隆市-仁愛區-獅球里,12
已領未投-基隆市-仁愛區-獅球里,0
未領票-基隆市-仁愛區-獅球里,281
民進黨-基隆市-仁愛區-書院里,392
國民黨-基隆市-仁愛區-書院里,378
親民黨-基隆市-仁愛區-書院里,23
無效票-基隆市-仁愛區-書院里,7
已領未投-基隆市-仁愛區-書院里,0
未領票-基隆市-仁愛區-書院里,300
民進黨-基隆市-仁愛區-朝棟里,190
國民黨-基隆市-仁愛區-朝棟里,710
親民黨-基隆市-仁愛區-朝棟里,55
無效票-基隆市-仁愛區-朝棟里,4
已領未投-基隆市-仁愛區-朝棟里,0
未領票-基隆市-仁愛區-朝棟里,254
民進黨-基隆市-仁愛區-朝棟里,378
國民黨-基隆市-仁愛區-朝棟里,675
親民黨-基隆市-仁愛區-朝棟里,55
無效票-基隆市-仁愛區-朝棟里,12
已領未投-基隆市-仁愛區-朝棟里,0
未領票-基隆市-仁愛區-朝棟里,500
民進黨-基隆市-仁愛區-光華里,356
國民黨-基隆市-仁愛區-光華里,451
親民黨-基隆市-仁愛區-光華里,36
無效票-基隆市-仁愛區-光華里,7
已領未投-基隆市-仁愛區-光華里,0
未領票-基隆市-仁愛區-光華里,417
民進黨-基隆市-仁愛區-光華里,352
國民黨-基隆市-仁愛區-光華里,473
親民黨-基隆市-仁愛區-光華里,39
無效票-基隆市-仁愛區-光華里,7
已領未投-基隆市-仁愛區-光華里,0
未領票-基隆市-仁愛區-光華里,279
民進黨-基隆市-仁愛區-明德里,230
國民黨-基隆市-仁愛區-明德里,277
親民黨-基隆市-仁愛區-明德里,18
無效票-基隆市-仁愛區-明德里,6
已領未投-基隆市-仁愛區-明德里,0
未領票-基隆市-仁愛區-明德里,182
民進黨-基隆市-仁愛區-同風里,183
國民黨-基隆市-仁愛區-同風里,263
親民黨-基隆市-仁愛區-同風里,8
無效票-基隆市-仁愛區-同風里,1
已領未投-基隆市-仁愛區-同風里,0
